Mushroomfold1	0.9976310978110743	0.9881807458244471		0.946	0.788	0.975	0.788	1390.0	1600.0
Mushroomfold2	0.9977112127662858	0.9878430904596175		0.946	0.788	0.975	0.788	1469.0	1264.0
Mushroomfold3	0.9971912412299828	0.9881607723464028		0.946	0.788	0.975	0.788	2666.0	1280.0
Mushroomfold4	0.9975752275404394	0.9879939846714764		0.946	0.788	0.975	0.788	1049.0	1285.0
Mushroomfold5	0.9976335684175777	0.987855764426136		0.946	0.788	0.975	0.788	1460.0	1192.0
Mushroomfold1	0.9975125133547703	0.9866850376087052		0.948	0.744	0.979	0.744	1252.0	1680.0
Mushroomfold2	0.9969872331774569	0.9864384736095955		0.948	0.744	0.979	0.744	1552.0	1465.0
Mushroomfold3	0.9969185866222957	0.9866408133860901		0.948	0.744	0.979	0.744	1576.0	1302.0
Mushroomfold4	0.9975342665183341	0.9864538379596255		0.948	0.744	0.979	0.744	1623.0	1232.0
Mushroomfold5	0.9976761026651902	0.9865123901807697		0.948	0.744	0.979	0.744	1815.0	1203.0
Mushroomfold1	0.9976406442146005	0.9871434652803606		0.936	0.638	0.976	0.638	1180.0	1450.0
Mushroomfold2	0.9971328443653333	0.9871691790664193		0.936	0.638	0.976	0.638	4825.0	1423.0
Mushroomfold3	0.9978321952530861	0.9873862908024651		0.936	0.638	0.976	0.638	2388.0	1478.0
Mushroomfold4	0.997380261615443	0.9875113684827823		0.936	0.638	0.976	0.638	3732.0	1408.0
Mushroomfold5	0.9975989980284939	0.9874421981531061		0.936	0.638	0.976	0.638	1549.0	1371.0
Mushroomfold1	0.9977635638086448	0.985368989905732		0.977	0.906	0.967	0.925	3435.0	1725.0
Mushroomfold2	0.9975667502817146	0.9858180916376257		0.903	0.831	1.0	0.944	1352.0	1559.0
Mushroomfold3	0.9975775716809014	0.9854393834053021		1.0	0.519	0.993	0.963	1263.0	1550.0
Mushroomfold1	0.9976708058092679	0.9866981584939325		0.974	0.894	0.958	0.894	3089.0	1599.0
Mushroomfold2	0.99755917700388	0.987452672433696		0.893	0.894	1.0	0.969	1729.0	1828.0
Mushroomfold3	0.9971976448546542	0.9872725231683206		1.0	0.656	0.989	0.994	1940.0	2878.0
Mushroomfold1	0.9971293606157372	0.9857549655361492		0.973	0.925	0.959	0.925	1789.0	1539.0
Mushroomfold2	0.998366013780321	0.985989268388818		0.879	0.856	1.0	0.975	2883.0	1762.0
